"MSE.UK","MAE.UK","ACC.UK","MSE.OK","MAE.OK","ACC.OK","MSE.SK","MAE.SK","ACC.SK","MSE.FRK","MAE.FRK","ACC.FRK"
1.95243841532069,1.07653555325552,0.918032786885246,2.09129142527627,1.12921396088051,0.901639344262295,2.04659055519462,1.10328436574648,0.901639344262295,2.53166429553294,1.22895159733458,0.918032786885246
3.88818038119963,1.46400141223239,0.868852459016393,3.86564507574838,1.46961476239538,0.836065573770492,3.89447465486106,1.47584660868071,0.836065573770492,3.95123148448473,1.48885429578384,0.885245901639344
4.24336131369361,1.62107414667907,0.836065573770492,3.98793361273219,1.58296796964414,0.852459016393443,4.00383593891735,1.57970583676093,0.852459016393443,4.20460549327431,1.58585462144353,0.852459016393443
4.21074770427394,1.47642575103298,0.885245901639344,4.53831856196423,1.53244892476708,0.885245901639344,4.57857384437493,1.53754716868018,0.885245901639344,4.84119007505922,1.58547667691444,0.885245901639344
3.57632074251775,1.34614094665783,0.885245901639344,3.49738443384989,1.35444070169728,0.868852459016393,3.53223705807969,1.35630473025416,0.885245901639344,3.83761034447564,1.39227988130026,0.885245901639344
3.45953080875542,1.50391127646102,0.916666666666667,3.42258177918007,1.50549219345688,0.933333333333333,3.57600293657892,1.54577902427691,0.933333333333333,3.41277255775498,1.4854697035854,0.916666666666667
2.36408732707651,1.15564404609072,0.915254237288136,2.51195177385653,1.23980705069014,0.898305084745763,2.51065726012048,1.23521119488546,0.898305084745763,2.39688782108812,1.15573746476023,0.932203389830508
5.13659225597294,1.60337224638893,0.916666666666667,5.20640555475642,1.62152065106722,0.916666666666667,5.1997480927342,1.62775190077523,0.916666666666667,5.15608743272998,1.64637587787769,0.916666666666667
2.31806197563018,1.23109174906077,0.85,2.54154469201794,1.25979234713094,0.883333333333333,2.60923931793666,1.28195302698578,0.883333333333333,2.31528183683408,1.22872922856437,0.85
4.15531352957773,1.52957005979884,0.883333333333333,4.03949448198413,1.49654900657917,0.866666666666667,4.06192917958106,1.50452451976,0.866666666666667,3.80110671970619,1.46850956332007,0.9
